AllocationID,AssetID,EmployeeID,AllocationDate,ReturnDate
503,503,154,2023-08-02,2024-08-31
504,504,1270,2022-01-14,2023-10-06
505,505,1031,2023-12-18,2027-05-01
506,506,4566,2021-01-23,2023-10-15
507,507,6404,2023-07-30,2027-06-28
508,508,4622,2020-07-02,2023-01-04
509,509,2502,2023-04-11,2024-01-21
510,510,6353,2022-09-22,2026-01-07
511,511,6339,2021-04-25,2023-06-16
512,512,7892,2020-03-05,2021-02-13
513,513,2482,2023-08-22,2024-06-20
514,514,4333,2022-07-27,2023-12-28
515,515,5010,2020-09-22,2022-02-24
516,516,6708,2020-12-28,2021-05-06
517,517,8205,2022-04-06,2023-05-15
518,518,5474,2020-11-16,2023-12-27
519,519,6563,2022-09-12,2026-02-21
520,520,2464,2023-03-31,2024-12-14
521,521,8578,2023-09-30,2025-07-11
522,522,6540,2021-02-10,2022-04-27
523,523,305,2022-06-08,2023-07-19
524,524,6911,2021-12-30,2025-10-27
525,525,3795,2023-06-13,2027-05-03
526,526,6696,2023-11-01,2024-12-27
527,527,3764,2022-10-10,2026-03-30
528,528,230,2021-10-20,2022-01-19
529,529,4443,2022-05-01,2023-11-15
530,530,3422,2023-01-01,2025-09-12
531,531,8936,2021-10-07,2022-10-09
532,532,1184,2022-03-10,2025-04-14
533,533,8721,2020-06-08,2023-01-01
534,534,7530,2023-08-27,2025-05-06
535,535,1947,2022-04-26,2022-10-12
536,536,2557,2023-05-30,2024-01-27
537,537,2267,2022-12-28,2026-12-25
538,538,7438,2020-11-06,2021-05-16
539,539,5468,2023-03-30,2024-03-07
540,540,4000,2021-07-11,2022-12-30
541,541,2520,2020-02-05,2023-05-22
542,542,3785,2022-06-07,2026-04-02
543,543,5546,2021-07-17,2025-02-18
544,544,2120,2022-10-04,2023-04-03
545,545,203,2021-12-14,2022-09-16
546,546,8251,2023-05-26,2024-01-17
547,547,1843,2021-04-01,2023-12-22
548,548,6258,2021-11-30,2023-08-06
549,549,7075,2021-11-07,2024-04-18
550,550,1901,2020-09-01,2023-11-10
551,551,4460,2021-07-04,2023-10-17
552,552,2704,2020-06-14,2021-07-02
553,553,1023,2020-05-22,2024-04-10
554,554,6235,2020-04-20,2021-07-03
555,555,5090,2022-07-24,2024-04-01
556,556,3117,2023-03-04,2025-09-05
557,557,6192,2021-05-05,2022-09-09
558,558,5742,2022-07-07,2022-12-04
559,559,1814,2020-12-25,2024-07-22
560,560,1081,2021-01-26,2023-01-07
561,561,1741,2020-11-10,2021-12-17
562,562,2961,2023-05-09,2025-08-29
563,563,2190,2023-04-27,2025-01-23
564,564,97,2022-05-11,2024-09-29
565,565,3845,2020-04-26,2022-04-06
566,566,4647,2022-07-01,2025-07-17
567,567,439,2020-09-09,2022-03-13
568,568,5062,2022-11-22,2026-08-16
569,569,2772,2020-09-10,2023-05-13
570,570,7024,2020-12-06,2021-03-15
571,571,29,2022-12-19,2023-05-21
572,572,1674,2023-03-07,2024-09-02
573,573,8216,2020-08-10,2021-05-02
574,574,6692,2022-12-28,2025-04-24
575,575,8871,2023-01-09,2025-05-27
576,576,1940,2023-04-19,2027-01-17
577,577,7772,2023-02-22,2025-05-07
578,578,7484,2021-11-19,2023-12-06
579,579,2626,2021-01-21,2023-06-21
580,580,6987,2020-08-02,2023-08-10
581,581,4208,2023-03-08,2024-05-15
582,582,5802,2020-11-23,2024-01-04
583,583,1260,2021-08-19,2025-04-12
584,584,3966,2020-05-09,2024-04-01
585,585,6433,2020-08-03,2024-02-17
586,586,458,2020-11-01,2021-12-29
587,587,9000,2020-01-09,2023-04-26
588,588,6895,2021-02-07,2022-12-13
589,589,2682,2020-05-07,2024-01-14
590,590,4583,2022-02-24,2022-07-18
591,591,3310,2020-07-01,2023-09-08
592,592,1257,2023-07-21,2024-03-31
593,593,3425,2020-06-28,2021-04-18
594,594,2712,2022-09-12,2025-02-09
595,595,6307,2022-02-10,2022-11-08
596,596,3043,2022-08-22,2024-01-15
597,597,777,2023-08-20,2024-09-20
598,598,4847,2023-10-21,2024-02-16
599,599,4311,2023-04-13,2025-11-03
600,600,8208,2023-10-29,2027-01-12
601,601,1064,2020-02-15,2022-01-27
602,602,7952,2021-01-21,2023-07-21
603,603,392,2020-12-16,2021-11-28
604,604,786,2022-06-21,2023-02-15
605,605,7770,2021-01-12,2021-08-18
606,606,8906,2023-04-28,2024-03-17
607,607,8803,2022-02-21,2024-02-05
608,608,2584,2020-09-29,2022-06-27
609,609,6491,2020-09-12,2022-04-20
610,610,5025,2023-11-01,2024-08-30
611,611,458,2023-12-07,2026-07-19
612,612,7800,2022-11-04,2023-06-15
613,613,8920,2020-04-25,2021-07-27
614,614,2728,2020-03-01,2023-03-10
615,615,6471,2020-05-24,2022-05-01
616,616,7532,2021-05-20,2023-05-16
617,617,4791,2022-09-08,2023-06-04
618,618,7297,2022-01-29,2024-05-27
619,619,1407,2020-06-24,2022-06-04
620,620,7054,2023-10-13,2025-04-12
621,621,6754,2022-07-04,2026-07-01
622,622,8541,2022-12-01,2026-07-27
623,623,7122,2020-06-04,2024-02-09
624,624,8707,2020-02-24,2022-10-14
625,625,3398,2021-05-27,2024-10-20
626,626,4112,2022-06-20,2024-10-05
627,627,748,2022-04-30,2024-04-25
628,628,328,2020-11-10,2023-03-29
629,629,150,2021-02-26,2024-09-20
630,630,7312,2020-11-30,2022-12-16
631,631,7729,2022-07-24,2023-10-06
632,632,2307,2023-05-22,2026-10-08
633,633,4061,2022-01-06,2023-08-18
634,634,8503,2021-08-27,2022-02-22
635,635,6355,2022-09-21,2024-05-27
636,636,2472,2020-02-12,2021-03-11
637,637,2512,2020-01-30,2021-07-23
638,638,3624,2021-01-05,2022-08-06
639,639,7578,2023-01-08,2026-11-30
640,640,1686,2021-06-07,2023-08-07
641,641,8086,2023-04-08,2023-09-21
642,642,8420,2023-09-27,2024-10-20
643,643,1214,2022-12-27,2024-11-26
644,644,6807,2021-04-27,2021-09-06
645,645,271,2021-01-02,2021-11-11
646,646,4351,2021-01-20,2024-12-02
647,647,1964,2023-03-02,2024-01-30
648,648,8566,2020-04-12,2023-03-05
649,649,7810,2020-06-28,2021-09-29
650,650,2202,2020-10-04,2022-02-09
651,651,5977,2021-10-23,2022-03-15
652,652,2129,2023-08-06,2026-04-04
653,653,5708,2020-07-23,2023-06-25
654,654,3826,2023-11-22,2024-08-02
655,655,5635,2020-02-12,2022-07-03
656,656,7943,2021-01-07,2024-07-17
657,657,8712,2020-11-16,2024-04-21
658,658,3878,2020-06-18,2022-12-19
659,659,1049,2022-04-13,2024-06-10
660,660,7274,2021-06-25,2024-12-08
661,661,8134,2022-08-29,2023-03-14
662,662,8687,2020-11-21,2023-05-02
663,663,6214,2021-12-01,2024-03-28
664,664,3642,2022-05-05,2024-12-29
665,665,8542,2020-07-29,2022-04-19
666,666,6566,2022-12-12,2023-10-06
667,667,7633,2023-04-28,2024-06-14
668,668,277,2020-09-26,2021-10-17
669,669,7486,2020-04-06,2022-01-10
670,670,397,2021-06-30,2025-01-11
671,671,1805,2021-06-28,2024-11-27
672,672,8155,2023-04-02,2026-04-22
673,673,1750,2021-10-20,2024-08-06
674,674,3913,2023-06-25,2027-06-18
675,675,2406,2023-08-08,2027-01-14
676,676,1016,2022-04-19,2026-01-13
677,677,5414,2020-02-25,2022-12-06
678,678,1866,2023-03-12,2025-07-17
679,679,111,2021-05-07,2022-01-01
680,680,2935,2022-11-30,2026-04-06
681,681,8474,2020-02-11,2024-01-15
682,682,5329,2021-02-07,2022-07-11
683,683,2198,2020-03-04,2023-05-29
684,684,7284,2020-11-06,2022-08-16
685,685,533,2020-01-18,2022-05-21
686,686,4000,2020-03-31,2021-12-21
687,687,8158,2020-02-29,2020-10-09
688,688,5220,2020-02-14,2022-12-01
689,689,737,2021-10-18,2023-03-03
690,690,2167,2021-02-03,2024-12-17
691,691,7455,2021-08-11,2025-01-02
692,692,4834,2022-07-03,2024-03-02
693,693,72,2020-08-14,2021-05-02
694,694,2677,2022-10-24,2024-04-20
695,695,8279,2020-11-20,2023-01-30
696,696,8212,2023-02-02,2023-09-16
697,697,8563,2023-12-28,2024-08-03
698,698,3795,2023-12-08,2025-12-20
699,699,4809,2023-05-21,2026-08-30
700,700,2940,2022-05-18,2023-04-21
701,701,8317,2022-08-30,2023-01-04
702,702,5978,2021-11-10,2025-09-05
703,703,3185,2022-01-31,2024-01-30
704,704,4154,2022-02-12,2024-04-22
705,705,6416,2023-09-29,2026-05-19
706,706,8254,2021-05-01,2025-03-29
707,707,3206,2023-01-05,2026-04-05
708,708,3578,2020-01-08,2020-04-29
709,709,549,2020-01-23,2022-10-17
710,710,2680,2021-02-02,2022-01-07
711,711,7470,2022-01-24,2025-03-29
712,712,5635,2023-10-12,2024-07-28
713,713,1347,2021-01-17,2023-02-08
714,714,3546,2021-03-15,2025-03-08
715,715,8781,2021-03-19,2024-04-21
716,716,2052,2021-02-01,2022-12-17
717,717,2114,2022-08-03,2025-02-06
718,718,3308,2021-02-13,2023-04-06
719,719,7700,2020-02-29,2021-09-26
720,720,2721,2020-09-21,2023-03-24
721,721,2605,2023-08-31,2025-12-10
722,722,7587,2023-04-11,2024-04-05
723,723,3350,2020-12-13,2021-06-01
724,724,6291,2022-09-21,2023-12-04
725,725,7128,2020-07-05,2022-06-10
726,726,7331,2023-11-01,2027-06-22
727,727,504,2022-11-05,2026-01-17
728,728,7813,2023-01-11,2024-10-08
729,729,7539,2021-01-02,2023-03-25
730,730,6737,2020-03-05,2023-12-16
731,731,233,2020-08-14,2022-04-22
732,732,6385,2023-11-01,2027-07-18
733,733,3185,2022-01-27,2023-01-03
734,734,211,2021-10-28,2023-10-14
735,735,6669,2023-10-18,2025-10-19
736,736,5587,2021-05-06,2023-02-20
737,737,6274,2022-03-23,2023-08-27
738,738,5912,2020-03-11,2023-01-09
739,739,1498,2021-09-22,2025-01-27
740,740,1848,2020-01-25,2023-04-08
741,741,7371,2022-10-17,2023-08-17
742,742,8323,2020-10-17,2024-04-28
743,743,4088,2023-05-23,2026-10-16
744,744,7548,2022-04-04,2025-09-12
745,745,5717,2022-01-22,2025-04-10
746,746,3908,2021-05-19,2021-12-07
747,747,5849,2023-10-23,2025-07-10
748,748,8764,2020-12-03,2021-10-23
749,749,4495,2020-02-18,2022-01-14
750,750,6390,2020-01-15,2021-02-10
751,751,1218,2021-07-17,2024-12-16
752,752,1922,2021-10-19,2024-05-31
753,753,6908,2021-07-21,2023-11-07
754,754,3277,2021-10-04,2023-12-12
755,755,6130,2022-06-19,2023-05-01
756,756,4020,2023-12-23,2025-01-10
757,757,4068,2021-03-23,2022-12-07
758,758,5753,2021-01-15,2022-10-02
759,759,229,2021-12-23,2025-07-14
760,760,5178,2023-11-19,2025-12-03
761,761,2232,2023-02-27,2026-03-27
762,762,4923,2021-09-03,2023-05-06
763,763,836,2023-09-18,2027-02-11
764,764,2772,2023-12-28,2027-04-18
765,765,4703,2021-07-30,2022-11-12
766,766,6389,2021-10-06,2025-05-10
767,767,8331,2021-02-17,2022-09-14
768,768,5166,2020-11-09,2024-01-03
769,769,2144,2021-03-05,2024-04-07
770,770,3590,2021-04-02,2023-08-29
771,771,1781,2021-11-04,2023-01-26
772,772,1219,2022-10-24,2024-12-04
773,773,3732,2020-08-12,2023-08-03
774,774,4489,2021-02-12,2024-07-14
775,775,8028,2021-01-02,2021-11-23
776,776,1936,2022-02-26,2024-10-01
777,777,910,2021-01-20,2022-12-23
778,778,5176,2022-09-24,2024-07-24
779,779,4163,2023-08-16,2026-01-26
780,780,5578,2021-01-13,2022-02-17
781,781,6039,2023-01-07,2023-05-17
782,782,3511,2022-11-20,2025-06-16
783,783,2566,2020-03-01,2023-08-09
784,784,569,2021-02-26,2024-05-31
785,785,8582,2021-11-13,2023-08-13
786,786,5817,2023-07-29,2024-05-02
787,787,3089,2021-02-14,2023-01-19
788,788,6917,2020-05-17,2023-03-16
789,789,2150,2023-08-02,2026-03-20
790,790,1642,2020-12-10,2021-06-12
791,791,7061,2020-08-15,2022-05-04
792,792,617,2022-03-18,2024-11-10
793,793,6134,2020-11-01,2023-10-31
794,794,3329,2021-07-03,2023-05-17
795,795,6995,2022-03-27,2022-12-19
796,796,7161,2021-03-09,2024-03-04
797,797,4583,2020-10-19,2021-02-08
798,798,5448,2020-01-17,2023-08-21
799,799,3772,2022-01-30,2023-12-19
800,800,5020,2021-07-12,2022-01-24
801,801,6839,2020-03-22,2021-09-25
802,802,2794,2023-01-23,2025-05-07
803,803,920,2023-04-05,2026-08-18
804,804,1421,2020-11-16,2022-10-06
805,805,566,2020-09-27,2022-05-28
806,806,1860,2022-01-31,2025-09-29
807,807,6199,2020-08-11,2021-09-04
808,808,1054,2020-01-04,2022-05-05
809,809,393,2023-12-08,2025-10-14
810,810,7064,2022-11-21,2023-04-14
811,811,1736,2022-06-03,2025-03-07
812,812,949,2021-04-16,2023-12-04
813,813,71,2022-07-23,2026-01-29
814,814,2157,2020-10-15,2024-07-26
815,815,4051,2021-02-03,2023-10-25
816,816,348,2020-05-19,2021-01-20
817,817,7478,2022-08-21,2024-07-17
818,818,4092,2022-01-18,2022-09-05
819,819,5316,2020-08-30,2024-01-26
820,820,3362,2022-10-15,2026-04-18
821,821,8813,2022-12-15,2024-09-13
822,822,8776,2020-01-27,2022-08-01
823,823,1732,2022-06-15,2025-09-07
824,824,4314,2021-11-13,2025-05-24
825,825,5917,2020-09-09,2021-11-30
826,826,4401,2021-12-26,2023-03-13
827,827,611,2021-05-28,2023-08-13
828,828,6450,2020-04-15,2020-10-14
829,829,6048,2022-12-22,2026-07-30
830,830,910,2023-04-03,2023-08-04
831,831,973,2020-07-29,2022-03-25
832,832,7373,2022-08-16,2026-03-25
833,833,2910,2021-02-02,2022-11-16
834,834,7998,2023-02-19,2024-04-07
835,835,1955,2020-06-30,2022-07-18
836,836,5055,2023-09-20,2027-06-02
837,837,3241,2022-09-23,2024-07-21
838,838,3562,2020-04-01,2023-02-12
839,839,4861,2023-12-11,2025-01-21
840,840,7315,2020-09-18,2023-12-20
841,841,4021,2022-03-20,2024-05-25
842,842,5555,2021-08-17,2022-11-27
843,843,6419,2023-09-26,2025-04-12
844,844,6847,2021-01-30,2023-01-06
845,845,7193,2022-02-02,2022-10-24
846,846,1766,2021-08-18,2024-09-17
847,847,704,2020-07-12,2023-11-10
848,848,8456,2021-02-02,2021-08-29
849,849,6002,2020-01-21,2021-06-09
850,850,7210,2023-05-01,2026-03-05
851,851,5625,2023-03-22,2025-11-08
852,852,7790,2020-09-03,2021-08-30
853,853,1377,2021-01-27,2024-05-13
854,854,2583,2023-05-13,2024-05-21
855,855,1852,2023-08-28,2026-07-08
856,856,8577,2021-02-15,2024-10-11
857,857,313,2022-02-03,2023-10-10
858,858,8402,2020-01-11,2022-11-18
859,859,7943,2020-08-06,2021-06-15
860,860,3188,2023-12-22,2024-10-20
861,861,2287,2020-02-18,2021-04-07
862,862,3841,2020-07-24,2021-09-02
863,863,1414,2021-02-25,2022-08-01
864,864,8956,2021-06-18,2024-12-13
865,865,3702,2022-05-06,2025-06-13
866,866,3582,2022-03-17,2024-04-20
867,867,1067,2020-02-03,2021-12-21
868,868,476,2023-01-23,2023-10-29
869,869,6331,2023-06-10,2023-10-09
870,870,1460,2023-06-07,2026-10-16
871,871,2886,2022-04-18,2023-08-17
872,872,6999,2023-08-31,2027-08-12
873,873,7375,2021-06-20,2022-06-10
874,874,3626,2022-12-30,2026-11-22
875,875,5743,2020-11-18,2022-04-22
876,876,7434,2022-02-02,2023-12-22
877,877,7550,2021-02-07,2021-07-03
878,878,3916,2021-02-24,2024-08-17
879,879,7194,2023-04-09,2024-07-06
880,880,189,2022-08-26,2025-07-17
881,881,1945,2023-03-09,2025-10-19
882,882,8304,2021-11-05,2023-08-30
883,883,1117,2021-09-29,2023-06-11
884,884,7193,2022-05-07,2024-05-15
885,885,6230,2023-07-25,2025-10-05
886,886,1979,2021-12-12,2023-07-25
887,887,6840,2022-05-30,2023-08-28
888,888,2236,2021-09-04,2023-04-25
889,889,1030,2022-10-15,2025-07-14
890,890,1881,2023-09-24,2026-04-06
891,891,2811,2020-06-16,2020-11-01
892,892,4573,2022-07-05,2025-07-03
893,893,5422,2020-01-23,2021-03-11
894,894,2154,2021-02-23,2022-05-01
895,895,7846,2021-06-20,2024-12-10
896,896,2029,2022-03-16,2023-10-27
897,897,3946,2023-08-29,2024-12-01
898,898,8899,2022-11-16,2024-12-28
899,899,7430,2023-06-29,2024-08-16
900,900,7834,2020-06-07,2022-01-16
901,901,5059,2023-05-10,2026-11-20
902,902,5524,2023-05-18,2024-09-27
903,903,5617,2020-01-14,2023-01-11
904,904,2199,2021-07-04,2022-06-06
905,905,8339,2022-12-31,2025-08-14
906,906,6074,2021-12-29,2025-09-15
907,907,4645,2022-09-06,2026-05-18
908,908,57,2021-12-20,2023-06-13
909,909,5080,2021-03-21,2024-06-02
910,910,7800,2022-06-14,2025-06-28
911,911,7536,2020-02-22,2022-06-24
912,912,2219,2023-12-07,2027-05-03
913,913,6457,2022-10-21,2025-09-14
914,914,8440,2023-08-11,2026-12-31
915,915,107,2022-08-13,2023-05-28
916,916,1870,2022-03-18,2025-01-06
917,917,7034,2021-01-15,2023-07-14
918,918,1993,2021-10-05,2025-03-08
919,919,548,2021-08-14,2024-01-23
920,920,666,2020-04-11,2023-07-06
921,921,809,2021-09-24,2023-12-11
922,922,3982,2022-12-26,2026-09-26
923,923,6443,2021-02-06,2024-08-25
924,924,8946,2023-02-13,2026-04-06
925,925,7007,2020-10-12,2024-03-21
926,926,5865,2021-11-30,2022-07-06
927,927,8382,2022-03-01,2025-10-09
928,928,3557,2021-09-19,2023-06-14
929,929,4016,2022-04-18,2024-12-24
930,930,3950,2023-03-28,2025-04-12
931,931,4236,2021-08-28,2023-11-02
932,932,3111,2023-04-13,2023-09-25
933,933,6099,2023-11-21,2026-05-15
934,934,6443,2023-08-01,2025-01-24
935,935,6944,2022-06-04,2023-12-24
936,936,3674,2023-03-19,2023-11-13
937,937,180,2022-10-21,2025-12-20
938,938,4141,2022-02-13,2024-08-25
939,939,8430,2020-03-18,2023-07-09
940,940,4801,2022-12-24,2025-10-02
941,941,4068,2022-09-30,2024-03-05
942,942,5555,2023-09-13,2026-04-08
943,943,4052,2021-01-15,2023-03-28
944,944,7680,2023-02-22,2025-08-31
945,945,1070,2021-06-30,2024-09-25
946,946,5505,2021-07-09,2021-12-23
947,947,5532,2023-03-31,2026-10-13
948,948,2260,2020-01-05,2023-02-04
949,949,5647,2022-04-13,2025-12-21
950,950,5669,2021-11-12,2025-10-22
951,951,5475,2021-04-25,2022-06-28
952,952,8358,2023-10-06,2027-02-15
953,953,35,2020-05-28,2021-09-05
954,954,2080,2020-06-10,2020-12-13
955,955,5300,2023-04-24,2025-01-26
956,956,5845,2023-11-28,2026-08-23
957,957,3211,2023-01-05,2024-12-11
958,958,2116,2022-09-24,2024-09-21
959,959,7524,2022-05-31,2026-02-13
960,960,1855,2020-11-02,2023-05-07
961,961,7148,2020-03-14,2021-09-12
962,962,3624,2020-05-17,2023-11-07
963,963,6494,2022-10-13,2023-06-13
964,964,251,2022-03-16,2024-09-01
965,965,6223,2023-04-19,2025-08-07
966,966,7890,2023-10-08,2026-03-14
967,967,5657,2021-04-27,2024-07-07
968,968,6923,2020-07-25,2023-08-26
969,969,8973,2021-01-29,2021-08-09
970,970,5039,2023-01-18,2027-01-12
971,971,8950,2023-02-12,2023-08-19
972,972,7378,2022-08-02,2024-12-17
973,973,7764,2021-12-18,2025-11-24
974,974,7367,2021-04-18,2023-08-11
975,975,7395,2020-01-06,2021-04-01
976,976,8333,2021-07-06,2023-05-28
977,977,3130,2023-08-01,2024-12-16
978,978,120,2022-08-25,2024-08-03
979,979,8262,2020-08-14,2023-03-27
980,980,7506,2023-01-14,2025-09-29
981,981,8536,2022-08-31,2024-03-14
982,982,8742,2020-01-04,2021-10-31
983,983,6224,2021-12-15,2022-11-09
984,984,3465,2023-01-14,2025-06-22
985,985,7368,2022-12-10,2024-05-21
986,986,2413,2023-11-04,2024-06-30
987,987,4647,2021-04-06,2025-03-17
988,988,2050,2023-01-30,2026-03-06
989,989,2381,2023-11-24,2027-09-02
990,990,7701,2022-09-22,2023-09-27
991,991,1430,2020-06-16,2023-05-13
992,992,5487,2022-01-20,2022-07-30
993,993,1788,2022-05-17,2025-03-22
994,994,4264,2022-06-14,2023-05-24
995,995,5645,2021-01-15,2024-08-16
996,996,4301,2020-04-24,2022-01-25
997,997,7198,2021-06-11,2022-01-20
998,998,6357,2021-11-23,2022-10-09
999,999,7633,2022-01-02,2023-07-27
1000,1000,6823,2020-05-18,2023-01-04
